Spp.ID,Group,Taxa,Common Name,Scientific Name,DPS/Stock,ESA T/E,Waters,Year Listed,CH Year,RP Year,MMPA,CITES,Pop_Location,Time,Estimate,Measure_Precision,Measure_variation,Measure_Unit,Weigth(kg),Length(m),Lifespan(yrs),Maturity(yrs),Diet,Behavior,MinPopEstimate,PBR,Growth Rate(%),Mortality(per/yr),Conservation_actions,ESA agency region,ESA agency secondary,Main Threat,PrimarySource,PrimarySourceType,DataSource,RP_History,RP_Status,CH_History,CH Final 1 size,CH Last Final date,CH Last Final size,CH_Current,CH Note,PROJECT PopsNumber,Index_Species,Index_Species_Narr,Index_Use_narr,Pop_CaptiveWild,Pop_Extent,Measure_Type,PointBeforeListingGap,PopNotes,Measure_Method,ListPeriod,DataNotes,DataResearch
13a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Central America DPS,Threatened,US/F,1970,NA,1991,Depleted,Appendix I,California/Oregon,2004,1334,,,Individuals (Petersen 2yr),,,,,,,,,,,,Marine,,,"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",Report (GOV),"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",O 1991,O,,,,,,,4,Yes,Most CA/OR/WA whales from MX DPS,Better than CA/OR/WA dataset,Wild,Partial,Abundance,0,"Most humpbacks feeding in CA, OR and WA are from large MX DPS; small number from Central America DPS","Mark-recapture, Petersen 2Y model",Within,,
13a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Central America DPS,Threatened,US/F,1970,NA,1991,Depleted,Appendix I,California/Oregon,2005,1560,,,Individuals (Petersen 2yr),,,,,,,,,,,,Marine,,,"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",Report (GOV),"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",O 1991,O,,,,,,,4,Yes,Most CA/OR/WA whales from MX DPS,Better than CA/OR/WA dataset,Wild,Partial,Abundance,0,"Most humpbacks feeding in CA, OR and WA are from large MX DPS; small number from Central America DPS","Mark-recapture, average of three models",Within,,
13a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Central America DPS,Threatened,US/F,1970,NA,1991,Depleted,Appendix I,California/Oregon,2006,1171,,,Individuals (Petersen 2yr),,,,,,,,,,,,Marine,,,"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",Report (GOV),"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",O 1991,O,,,,,,,4,Yes,Most CA/OR/WA whales from MX DPS,Better than CA/OR/WA dataset,Wild,Partial,Abundance,0,"Most humpbacks feeding in CA, OR and WA are from large MX DPS; small number from Central America DPS","Mark-recapture, Petersen 2Y model",Within,,
13a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Central America DPS,Threatened,US/F,1970,NA,1991,Depleted,Appendix I,California/Oregon,2007,1540,,,Individuals (Petersen 2yr),,,,,,,,,,,,Marine,,,"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",Report (GOV),"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",O 1991,O,,,,,,,4,Yes,Most CA/OR/WA whales from MX DPS,Better than CA/OR/WA dataset,Wild,Partial,Abundance,0,"Most humpbacks feeding in CA, OR and WA are from large MX DPS; small number from Central America DPS","Mark-recapture, Petersen 2Y model",Within,,
13a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Central America DPS,Threatened,US/F,1970,NA,1991,Depleted,Appendix I,California/Oregon,2008,2059,,,Individuals (Petersen 2yr),,,,,,,,,,,,Marine,,,"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",Report (GOV),"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",O 1991,O,,,,,,,4,Yes,Most CA/OR/WA whales from MX DPS,Better than CA/OR/WA dataset,Wild,Partial,Abundance,0,"Most humpbacks feeding in CA, OR and WA are from large MX DPS; small number from Central America DPS","Mark-recapture, Petersen 2Y model",Within,,
13a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Central America DPS,Threatened,US/F,1970,NA,1991,Depleted,Appendix I,California/Oregon,2009,1477,,,Individuals (Petersen 2yr),,,,,,,,,,,,Marine,,,"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",Report (GOV),"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",O 1991,O,,,,,,,4,Yes,Most CA/OR/WA whales from MX DPS,Better than CA/OR/WA dataset,Wild,Partial,Abundance,0,"Most humpbacks feeding in CA, OR and WA are from large MX DPS; small number from Central America DPS","Mark-recapture, average of three models",Within,,
13a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Central America DPS,Threatened,US/F,1970,NA,1991,Depleted,Appendix I,California/Oregon,2010,1370,,,Individuals (Petersen 2yr),,,,,,,,,,,,Marine,,,"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",Report (GOV),"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",O 1991,O,,,,,,,4,Yes,Most CA/OR/WA whales from MX DPS,Better than CA/OR/WA dataset,Wild,Partial,Abundance,0,"Most humpbacks feeding in CA, OR and WA are from large MX DPS; small number from Central America DPS","Mark-recapture, average of three models",Within,,
13a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Central America DPS,Threatened,US/F,1970,NA,1991,Depleted,Appendix I,California/Oregon,2011,1149,,,Individuals (Petersen 2yr),,,,,,,,,,,,Marine,,,"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",Report (GOV),"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",O 1991,O,,,,,,,4,Yes,Most CA/OR/WA whales from MX DPS,Better than CA/OR/WA dataset,Wild,Partial,Abundance,0,"Most humpbacks feeding in CA, OR and WA are from large MX DPS; small number from Central America DPS","Mark-recapture, Petersen 2Y model",Within,,
13a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Central America DPS,Threatened,US/F,1970,NA,1991,Depleted,Appendix I,California/Oregon,2012,1498,,,Individuals (Petersen 2yr),,,,,,,,,,,,Marine,,,"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",Report (GOV),"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",O 1991,O,,,,,,,4,Yes,Most CA/OR/WA whales from MX DPS,Better than CA/OR/WA dataset,Wild,Partial,Abundance,0,"Most humpbacks feeding in CA, OR and WA are from large MX DPS; small number from Central America DPS","Mark-recapture, Petersen 2Y model",Within,,
13a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Central America DPS,Threatened,US/F,1970,NA,1991,Depleted,Appendix I,California/Oregon,2013,1781,,,Individuals (Petersen 2yr),,,,,,,,,,,,Marine,,,"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",Report (GOV),"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",O 1991,O,,,,,,,4,Yes,Most CA/OR/WA whales from MX DPS,Better than CA/OR/WA dataset,Wild,Partial,Abundance,0,"Most humpbacks feeding in CA, OR and WA are from large MX DPS; small number from Central America DPS","Mark-recapture, Petersen 2Y model",Within,,
13a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Central America DPS,Threatened,US/F,1970,NA,1991,Depleted,Appendix I,California/Oregon,2014,1403,,,Individuals (Petersen 2yr),,,,,,,,,,,,Marine,,,"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",Report (GOV),"Calambokidis, J. 2016. Update on the status of humpback and blue whales along the US West Coast including the Gulf of the Farallones from 1986 to 2016. http://www.sfbaynerr.org/wp-content/uploads/2016/07/Calambokidis.pdf",O 1991,O,,,,,,,4,Yes,Most CA/OR/WA whales from MX DPS,Better than CA/OR/WA dataset,Wild,Partial,Abundance,0,"Most humpbacks feeding in CA, OR and WA are from large MX DPS; small number from Central America DPS","Mark-recapture, Petersen 2Y model",Within,,
14a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Hawaii DPS,Delisted,US,1970,NA,1991,Depleted,Appendix I,Hawaii,1979,800,,,Individuals,,,,,,,,,,,,Marine,,,"Darling, J.D. and H. Morowitz. 1986. Census of ""Hawaiian"" humpback whales (Megaptera novaeangliae) by individual identification. Canadian Journal of Zoology 64:105-111. https://www.researchgate.net/publication/238003973_Census_of_Hawaiian_humpback_whales_",Academic Journal,,O 1991,O,,,,,,,1,Yes,DPS winters/breeds in HI,"Entire breeding ground, long time",Wild,Partial,Abundance,0,,999,Within,,
14a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Hawaii DPS,Delisted,US,1970,NA,1991,Depleted,Appendix I,Hawaii,1980,900,,,Individuals,,,,,,,,,,,,Marine,,,"Darling, J.D. and H. Morowitz. 1986. Census of ""Hawaiian"" humpback whales (Megaptera novaeangliae) by individual identification. Canadian Journal of Zoology 64:105-111. https://www.researchgate.net/publication/238003973_Census_of_Hawaiian_humpback_whales_",Academic Journal,,O 1991,O,,,,,,,1,Yes,DPS winters/breeds in HI,"Entire breeding ground, long time",Wild,Partial,Abundance,0,,999,Within,,
14a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Hawaii DPS,Delisted,US,1970,NA,1991,Depleted,Appendix I,Hawaii,1981,1100,,,Individuals,,,,,,,,,,,,Marine,,,"Darling, J.D. and H. Morowitz. 1986. Census of ""Hawaiian"" humpback whales (Megaptera novaeangliae) by individual identification. Canadian Journal of Zoology 64:105-111. https://www.researchgate.net/publication/238003973_Census_of_Hawaiian_humpback_whales_",Academic Journal,,O 1991,O,,,,,,,1,Yes,DPS winters/breeds in HI,"Entire breeding ground, long time",Wild,Partial,Abundance,0,,999,Within,,
14a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Hawaii DPS,Delisted,US,1970,NA,1991,Depleted,Appendix I,Hawaii,1983,1407,1113 - 1703,95% CI,Individuals,,,,,,,,,,,,Marine,,,Allen B.M. and R.P. Angliss. 2011. Humpback Whale (Megaptera novaeangliae) Central North Pacific Stock. Alaska Marine Mammal Stock Assessments. NOAA. ,Report (GOV),Baker and Herman 1987,O 1991,O,,,,,,,1,Yes,DPS winters/breeds in HI,"Entire breeding ground, long time",Wild,Partial,Abundance,0,,2,Within,,
14a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Hawaii DPS,Delisted,US,1970,NA,1991,Depleted,Appendix I,Hawaii,1993,2754,2044 - 3468,95% CI,Individuals,,,,,,,,,,,,Marine,,,Allen B.M. and R.P. Angliss. 2011. Humpback Whale (Megaptera novaeangliae) Central North Pacific Stock. Alaska Marine Mammal Stock Assessments. NOAA. ,Report (GOV),Mobley et al. 1998,O 1991,O,,,,,,,1,Yes,DPS winters/breeds in HI,"Entire breeding ground, long time",Wild,Partial,Abundance,0,,2,Within,,
14a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Hawaii DPS,Delisted,US,1970,NA,1991,Depleted,Appendix I,Hawaii,1995,3776,2925 - 4627,95% CI,Individuals,,,,,,,,,,,,Marine,,,Allen B.M. and R.P. Angliss. 2011. Humpback Whale (Megaptera novaeangliae) Central North Pacific Stock. Alaska Marine Mammal Stock Assessments. NOAA. ,Report (GOV),Mobley et al. 1999,O 1991,O,,,,,,,1,Yes,DPS winters/breeds in HI,"Entire breeding ground, long time",Wild,Partial,Abundance,0,,2,Within,,
14a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Hawaii DPS,Delisted,US,1970,NA,1991,Depleted,Appendix I,Hawaii,1998,4358,3261 - 5454,95% CI,Individuals,,,,,,,,,,,,Marine,,,Allen B.M. and R.P. Angliss. 2011. Humpback Whale (Megaptera novaeangliae) Central North Pacific Stock. Alaska Marine Mammal Stock Assessments. NOAA. ,Report (GOV),Mobley et al. 2000,O 1991,O,,,,,,,1,Yes,DPS winters/breeds in HI,"Entire breeding ground, long time",Wild,Partial,Abundance,0,,2,Within,,
14a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Hawaii DPS,Delisted,US,1970,NA,1991,Depleted,Appendix I,Hawaii,2000,4491,3146 - 5836,95% CI,Individuals,,,,,,,,,,,,Marine,,,Allen B.M. and R.P. Angliss. 2011. Humpback Whale (Megaptera novaeangliae) Central North Pacific Stock. Alaska Marine Mammal Stock Assessments. NOAA. ,Report (GOV),Mobley et al. 2001,O 1991,O,,,,,,,1,Yes,DPS winters/breeds in HI,"Entire breeding ground, long time",Wild,Partial,Abundance,0,,2,Within,,
14a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Hawaii DPS,Delisted,US,1970,NA,1991,Depleted,Appendix I,Hawaii,2005,10103,,,Individuals,,,,,,,,,,,,Marine,,,"Calambokidis, J.,E.A. Falcone, T.J. Quinn, A.M. Burdin, P.J. Clapham, J.K.B. Ford, C.M. Gabriele, R. LeDuc, D.K. Mattila, L. Rojas-Bracho, J.M. Straley, B.L. Taylor, J. Urb n-Ramirez, R.D. Weller, B.H. Witteveen, M. Yamaguchi, A. Bendlin, D. Camacho, K. F",Report (GOV),,O 1991,O,,,,,,,1,Yes,DPS winters/breeds in HI,"Entire breeding ground, long time",Wild,Partial,Abundance,0,,2,Within,,
16a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,West Indies DPS,Delisted,US/F,1970,NA,1991,Depleted,Appendix I,West Indies,1979,7260,Average of two estimates,,Estimated individuals,,,,,,,,,,,,Marine,,,"Stevick P.T., J. Allen, P.J. Clapham, N. Friday, S.K. Katona, F. Larsen, J. Lien, D.K. Mattila, P.J. Palsboll, J. Sigurjonsson, T.D. Smith, N. Oien and P.S. Hammond. 2003. North Atlantic humpback whale abundance and rate of increase four decades after pro",Academic Journal,,O 1991,O,,,,,,,1,Yes,Vast majority of DPS breeds in West Indies,"Entire breeding ground, long time",Wild,Entire,Abundance,0,,Modeled from photo census,Within,,
16a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,West Indies DPS,Delisted,US/F,1970,NA,1991,Depleted,Appendix I,West Indies,1980,8179,Average of two estimates,,Estimated individuals,,,,,,,,,,,,Marine,,,"Stevick P.T., J. Allen, P.J. Clapham, N. Friday, S.K. Katona, F. Larsen, J. Lien, D.K. Mattila, P.J. Palsboll, J. Sigurjonsson, T.D. Smith, N. Oien and P.S. Hammond. 2003. North Atlantic humpback whale abundance and rate of increase four decades after pro",Academic Journal,,O 1991,O,,,,,,,1,Yes,Vast majority of DPS breeds in West Indies,"Entire breeding ground, long time",Wild,Entire,Abundance,0,,Modeled from photo census,Within,,
16a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,West Indies DPS,Delisted,US/F,1970,NA,1991,Depleted,Appendix I,West Indies,1981,7677,Average of two estimates,,Estimated individuals,,,,,,,,,,,,Marine,,,"Stevick P.T., J. Allen, P.J. Clapham, N. Friday, S.K. Katona, F. Larsen, J. Lien, D.K. Mattila, P.J. Palsboll, J. Sigurjonsson, T.D. Smith, N. Oien and P.S. Hammond. 2003. North Atlantic humpback whale abundance and rate of increase four decades after pro",Academic Journal,,O 1991,O,,,,,,,1,Yes,Vast majority of DPS breeds in West Indies,"Entire breeding ground, long time",Wild,Entire,Abundance,0,,Modeled from photo census,Within,,
16a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,West Indies DPS,Delisted,US/F,1970,NA,1991,Depleted,Appendix I,West Indies,1982,9280,Average of two estimates,,Estimated individuals,,,,,,,,,,,,Marine,,,"Stevick P.T., J. Allen, P.J. Clapham, N. Friday, S.K. Katona, F. Larsen, J. Lien, D.K. Mattila, P.J. Palsboll, J. Sigurjonsson, T.D. Smith, N. Oien and P.S. Hammond. 2003. North Atlantic humpback whale abundance and rate of increase four decades after pro",Academic Journal,,O 1991,O,,,,,,,1,Yes,Vast majority of DPS breeds in West Indies,"Entire breeding ground, long time",Wild,Entire,Abundance,0,,Modeled from photo census,Within,,
16a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,West Indies DPS,Delisted,US/F,1970,NA,1991,Depleted,Appendix I,West Indies,1983,7334,Average of two estimates,,Estimated individuals,,,,,,,,,,,,Marine,,,"Stevick P.T., J. Allen, P.J. Clapham, N. Friday, S.K. Katona, F. Larsen, J. Lien, D.K. Mattila, P.J. Palsboll, J. Sigurjonsson, T.D. Smith, N. Oien and P.S. Hammond. 2003. North Atlantic humpback whale abundance and rate of increase four decades after pro",Academic Journal,,O 1991,O,,,,,,,1,Yes,Vast majority of DPS breeds in West Indies,"Entire breeding ground, long time",Wild,Entire,Abundance,0,,Modeled from photo census,Within,,
16a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,West Indies DPS,Delisted,US/F,1970,NA,1991,Depleted,Appendix I,West Indies,1984,8255,Average of two estimates,,Estimated individuals,,,,,,,,,,,,Marine,,,"Stevick P.T., J. Allen, P.J. Clapham, N. Friday, S.K. Katona, F. Larsen, J. Lien, D.K. Mattila, P.J. Palsboll, J. Sigurjonsson, T.D. Smith, N. Oien and P.S. Hammond. 2003. North Atlantic humpback whale abundance and rate of increase four decades after pro",Academic Journal,,O 1991,O,,,,,,,1,Yes,Vast majority of DPS breeds in West Indies,"Entire breeding ground, long time",Wild,Entire,Abundance,0,,Modeled from photo census,Within,,
16a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,West Indies DPS,Delisted,US/F,1970,NA,1991,Depleted,Appendix I,West Indies,1985,10129,Average of two estimates,,Estimated individuals,,,,,,,,,,,,Marine,,,"Stevick P.T., J. Allen, P.J. Clapham, N. Friday, S.K. Katona, F. Larsen, J. Lien, D.K. Mattila, P.J. Palsboll, J. Sigurjonsson, T.D. Smith, N. Oien and P.S. Hammond. 2003. North Atlantic humpback whale abundance and rate of increase four decades after pro",Academic Journal,,O 1991,O,,,,,,,1,Yes,Vast majority of DPS breeds in West Indies,"Entire breeding ground, long time",Wild,Entire,Abundance,0,,Modeled from photo census,Within,,
16a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,West Indies DPS,Delisted,US/F,1970,NA,1991,Depleted,Appendix I,West Indies,1986,9643,Average of two estimates,,Estimated individuals,,,,,,,,,,,,Marine,,,"Stevick P.T., J. Allen, P.J. Clapham, N. Friday, S.K. Katona, F. Larsen, J. Lien, D.K. Mattila, P.J. Palsboll, J. Sigurjonsson, T.D. Smith, N. Oien and P.S. Hammond. 2003. North Atlantic humpback whale abundance and rate of increase four decades after pro",Academic Journal,,O 1991,O,,,,,,,1,Yes,Vast majority of DPS breeds in West Indies,"Entire breeding ground, long time",Wild,Entire,Abundance,0,,Modeled from photo census,Within,,
16a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,West Indies DPS,Delisted,US/F,1970,NA,1991,Depleted,Appendix I,West Indies,1987,9690,Average of two estimates,,Estimated individuals,,,,,,,,,,,,Marine,,,"Stevick P.T., J. Allen, P.J. Clapham, N. Friday, S.K. Katona, F. Larsen, J. Lien, D.K. Mattila, P.J. Palsboll, J. Sigurjonsson, T.D. Smith, N. Oien and P.S. Hammond. 2003. North Atlantic humpback whale abundance and rate of increase four decades after pro",Academic Journal,,O 1991,O,,,,,,,1,Yes,Vast majority of DPS breeds in West Indies,"Entire breeding ground, long time",Wild,Entire,Abundance,0,,Modeled from photo census,Within,,
16a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,West Indies DPS,Delisted,US/F,1970,NA,1991,Depleted,Appendix I,West Indies,1988,11863,Average of two estimates,,Estimated individuals,,,,,,,,,,,,Marine,,,"Stevick P.T., J. Allen, P.J. Clapham, N. Friday, S.K. Katona, F. Larsen, J. Lien, D.K. Mattila, P.J. Palsboll, J. Sigurjonsson, T.D. Smith, N. Oien and P.S. Hammond. 2003. North Atlantic humpback whale abundance and rate of increase four decades after pro",Academic Journal,,O 1991,O,,,,,,,1,Yes,Vast majority of DPS breeds in West Indies,"Entire breeding ground, long time",Wild,Entire,Abundance,0,,Modeled from photo census,Within,,
16a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,West Indies DPS,Delisted,US/F,1970,NA,1991,Depleted,Appendix I,West Indies,1989,9500,Average of two estimates,,Estimated individuals,,,,,,,,,,,,Marine,,,"Stevick P.T., J. Allen, P.J. Clapham, N. Friday, S.K. Katona, F. Larsen, J. Lien, D.K. Mattila, P.J. Palsboll, J. Sigurjonsson, T.D. Smith, N. Oien and P.S. Hammond. 2003. North Atlantic humpback whale abundance and rate of increase four decades after pro",Academic Journal,,O 1991,O,,,,,,,1,Yes,Vast majority of DPS breeds in West Indies,"Entire breeding ground, long time",Wild,Entire,Abundance,0,,Modeled from photo census,Within,,
16a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,West Indies DPS,Delisted,US/F,1970,NA,1991,Depleted,Appendix I,West Indies,1990,8500,Average of two estimates,,Estimated individuals,,,,,,,,,,,,Marine,,,"Stevick P.T., J. Allen, P.J. Clapham, N. Friday, S.K. Katona, F. Larsen, J. Lien, D.K. Mattila, P.J. Palsboll, J. Sigurjonsson, T.D. Smith, N. Oien and P.S. Hammond. 2003. North Atlantic humpback whale abundance and rate of increase four decades after pro",Academic Journal,,O 1991,O,,,,,,,1,Yes,Vast majority of DPS breeds in West Indies,"Entire breeding ground, long time",Wild,Entire,Abundance,0,,Modeled from photo census,Within,,
16a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,West Indies DPS,Delisted,US/F,1970,NA,1991,Depleted,Appendix I,West Indies,1992,10752,Average of two estimates,,Estimated individuals,,,,,,,,,,,,Marine,,,"Stevick P.T., J. Allen, P.J. Clapham, N. Friday, S.K. Katona, F. Larsen, J. Lien, D.K. Mattila, P.J. Palsboll, J. Sigurjonsson, T.D. Smith, N. Oien and P.S. Hammond. 2003. North Atlantic humpback whale abundance and rate of increase four decades after pro",Academic Journal,,O 1991,O,,,,,,,1,Yes,Vast majority of DPS breeds in West Indies,"Entire breeding ground, long time",Wild,Entire,Abundance,0,,Modeled from photo census,Within,,
16a,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,West Indies DPS,Delisted,US/F,1970,NA,1991,Depleted,Appendix I,West Indies,2005,12312,8688 - 15954,95% CI,Estimated individuals,,,,,,,,,,,,Marine,,,"National Marine Fisheries Service. 2015. Identification of 14 Distinct Population Segments of the Humpback Whale (Megaptera novaeangliae). April 21, 2015 (76 FR 22304). http://www.gpo.gov/fdsys/pkg/FR-2015-04-21/pdf/2015-09010.pdf",Report (GOV),,O 1991,O,,,,,,,1,Yes,Vast majority of DPS breeds in West Indies,"Entire breeding ground, long time",Wild,Entire,Abundance,0,,"A Chapman 2-sample estimator
was applied to the MONAH genetic
identification data",Within,,
11,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Arabian Sea,Endangered,F,1970,NA,NA,Depleted,Appendix I,,,,,,,,,,,,,,,,,,,,,assessment of the Sakhalin gray whale aggregation. Paper SC/65a/BRG27 presented to the International,,,,,,,,,,,,,,,,,,,,,,,
12,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Cape Verde/Northwest Africa,Endangered,F,1970,NA,NA,Depleted,Appendix I,,,,,,,,,,,,,,,,,,,,,Whaling Commission Scientific Committee. [Available from,,,,,,,,,,,,,,,,,,,,,,,
17,Marine mammal,Cetacean,Humpback whale,Megaptera novaeangliae,Western North Pacific,Endangered,US/F,1970,NA,1991,Depleted,Appendix I,,,,,,,,,,,,,,,,,,Marine,,,,,,,,,,,,,,,,,,Wild,,Abundance,,,,,,
18a,Marine mammal,Cetacean,Southern resident killer whale,Orcinus orca,Southern Resident DPS,Endangered,US,2005,2006,2008,depleted,Appendix II,West coast,1976,71,,,Individuals,8750,9.25,75,,"salmon, fish",highly social,,0.14,,,,Marine,,,"Matkin, C. O, M. J. Moore, and F.M.D. Gulland. 2017. Review of Recent Research on Southern Resident Killer Whales (SRKW) to Detect Evidence of Poor Body Condition in the Population. Independent Science Panel Report to the SeaDoc Society. 3 pp. + Appendices. DOI 10.1575/1912/8803",Report,,,,,,,,,,,,,,Wild,Partial,Abundance,,,,Before,,
18a,Marine mammal,Cetacean,Southern resident killer whale,Orcinus orca,Southern Resident DPS,Endangered,US,2005,2006,2008,depleted,Appendix II,West coast,1977,80,,,Individuals,8750,9.25,75,,"salmon, fish",highly social,,0.14,,,,Marine,,,"Matkin, C. O, M. J. Moore, and F.M.D. Gulland. 2017. Review of Recent Research on Southern Resident Killer Whales (SRKW) to Detect Evidence of Poor Body Condition in the Population. Independent Science Panel Report to the SeaDoc Society. 3 pp. + Appendices. DOI 10.1575/1912/8803",Report,,,,,,,,,,,,,,Wild,Partial,Abundance,,,,Before,,
18a,Marine mammal,Cetacean,Southern resident killer whale,Orcinus orca,Southern Resident DPS,Endangered,US,2005,2006,2008,depleted,Appendix II,West coast,1978,80,,,Individuals,8750,9.25,75,,"salmon, fish",highly social,,0.14,,,,Marine,,,"Matkin, C. O, M. J. Moore, and F.M.D. Gulland. 2017. Review of Recent Research on Southern Resident Killer Whales (SRKW) to Detect Evidence of Poor Body Condition in the Population. Independent Science Panel Report to the SeaDoc Society. 3 pp. + Appendices. DOI 10.1575/1912/8803",Report,,,,,,,,,,,,,,Wild,Partial,Abundance,,,,Before,,
